"REG_ID","Regions","IND","Indicator","MEAS","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITC4","Lombardy","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.3,,
"CL03","Atacama","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78.5,,
"PL41","Greater Poland","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,10.2,,
"ME26","Sonora","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68.8,,
"CZ08","Moravia-Silesia","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.7,,
"US36","New York","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.1,,
"ITH5","Emilia–Romagna","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,8.3,,
"IL06","Southern District","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.7,,
"ES62","Murcia","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.9,,
"DEB","Rhineland-Palatinate","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,24869,,
"US33","New Hampshire","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.6,,
"UKG","West Midlands","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70.7,,
"CL01","Tarapacá","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8.1,,
"TR82","Western Black Sea - Middle and East","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,31,,
"TR52","Central Anatolia - West and South","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,2.5,,
"SE31","North Middle Sweden","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,18027,,
"ES61","Andalusia","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,34.8,,
"AU2","Victoria","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,73.7,,
"LUX","Luxembourg","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7,,
"PL43","Lubusz","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.1,,
"PL42","West Pomerania","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,47.9,,
"ME28","Tamaulipas","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,3809,,
"DEB","Rhineland-Palatinate","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,94.1,,
"FR22","Picardy","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,1.1,,
"AU3","Queensland","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.8,,
"IL04","Central District","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,1.4,,
"FR63","Limousin","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.7,,
"CL10","Los Lagos","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,87,,
"US31","Nebraska","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8.3,,
"UKD","North West England","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,7.1,,
"ITC2","Aosta Valley","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,81,,
"CA62","Nunavut","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,14.4,,
"ES41","Castile and León","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.8,,
"PL34","Podlasie","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,9.1,,
"US34","New Jersey","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.7,,
"ITC3","Liguria","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,10.8,,
"TR72","Central Anatolia - East","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,5.6,,
"DE6","Hamburg","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,5,,
"SWE","Sweden","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,92.4,,
"DEU","Germany","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,4.9,,
"US38","North Dakota","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.1,,
"US23","Maine","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,1.8,,
"LU00","Luxembourg","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.2,,
"ES43","Extremadura","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.2,,
"PL61","Kuyavian-Pomerania","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.8,,
"DE5","Bremen ","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.9,,
"ME04","Campeche","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,8.6,,
"ITC1","Piedmont","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.7,,
"IE01","Border, Midland and Western","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,2.1,,
"CL06","O'Higgins","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.4,,
"AU4","South Australia","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.4,,
"DE9","Lower Saxony ","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,74.6,,
"US35","New Mexico","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,7,,
"UKI","Greater London","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,27831,,
"IE02","Southern and Eastern","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.4,,
"NLD","Netherlands","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.9,,
"US01","Alabama","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,89.2,,
"ME05","Coahuila","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,27.6,,
"TR62","Mediterranean region - Middle","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,4899,,
"PT11","North (PT)","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,5.3,,
"CZ04","Northwest","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,90.1,,
"US27","Minnesota","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,92.6,,
"JPC","Northern-Kanto, Koshin","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.7,,
"ITH3","Veneto","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.9,,
"IS02","Other Regions","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,4,,
"PT30","Madeira (PT)","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82.2,,
"ME07","Chiapas","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,10.1,,
"FR23","Upper Normandy","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78.4,,
"US51","Virginia","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,91.5,,
"DEF","Schleswig-Holstein","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,74.6,,
"ME28","Tamaulipas","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,25.5,,
"NZL","New Zealand","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,74.1,,
"CA46","Manitoba","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,4.2,,
"CA10","Newfoundland and Labrador","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.6,,
"ME15","Mexico","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,41.7,,
"FR51","Pays de la Loire","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,8.5,,
"US39","Ohio","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.8,,
"US28","Mississippi","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,95.9,,
"DEC","Saarland","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,5.8,,
"CL15","Arica Y Parinacota","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.4,,
"CL10","Los Lagos","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,3.9,,
"AUT","Austria","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.8,,
"US53","Washington","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,94.2,,
"US46","South Dakota","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,96.5,,
"KR02","Gyeongnam Region","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,81.8,,
"CA48","Alberta","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.2,,
"CA35","Ontario","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.3,,
"ME13","Hidalgo","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8.9,,
"ITG2","Sardinia","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.2,,
"AT12","Lower Austria","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.2,,
"AU6","Tasmania","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.7,,
"DK03","Southern Denmark","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,6.6,,
"CZ02","Central Bohemian Region","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,10.1,,
"KOR","Korea","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,6.6,,
"FI1B","Helsinki-Uusimaa","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.5,,
"DEU","Germany","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,23601,,
"US42","Pennsylvania","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8.8,,
"US09","Connecticut","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,91.5,,
"JPG","Kansai region","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,4.1,,
"ITF6","Calabria","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7,,
"TR42","Eastern Marmara - North","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,6172,,
"PT20","Azores (PT)","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,33,,
"PL52","Opole region","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,5.8,,
"NO05","Western Norway","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,2.2,,
"US05","Arkansas","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.7,,
"EE001","North Estonia","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,10523,,
"ITA","Italy","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,18958,,
"FIN","Finland","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.7,,
"US40","Oklahoma","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,5.1,,
"KR03","Gyeonbuk Region","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72.6,,
"JPJ","Kyushu, Okinawa","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,79.9,,
"ITF4","Apulia","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,1.1,,
"AT33","Tyrol","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.1,,
"AU7","Northern Territory (NT)","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,7,,
"ES21","Basque Country","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,16.3,,
"POL","Poland","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.9,,
"HUN","Hungary","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.6,,
"US02","Alaska","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.7,,
"DE8","Mecklenburg-Vorpommern","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.6,,
"US46","South Dakota","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.1,,
"US21","Kentucky","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.3,,
"UKL","Wales","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.7,,
"UKF","East Midlands","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,1,,
"KR07","Jeju","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,15848,,
"TR31","Izmir","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,13.8,,
"ES24","Aragon","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,60.2,,
"ME30","Veracruz","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,10.2,,
"FR24","Centre (FR)","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,90.1,,
"IL01","Jerusalem District","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,6944,,
"DEG","Thuringia","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.2,,
"FI1D","Eastern and Northern Finland","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.1,,
"DK02","Zealand","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.7,,
"UKN","Northern Ireland","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8.2,,
"UKK","South West England","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7,,
"CL02","Antofagasta","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,8243,,
"CA24","Quebec","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,7.7,,
"ES41","Castile and León","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,17365,,
"SI01","Eastern Slovenia","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,11.1,,
"ME32","Zacatecas","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,30.4,,
"ME27","Tabasco","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.8,,
"ME22","Queretaro","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,6.1,,
"DEB","Rhineland-Palatinate","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.7,,
"CZ01","Prague","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,77.6,,
"ESP","Spain","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.6,,
"ISR","Israel","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.5,,
"IS01","Capital Region","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.5,,
"CA47","Saskatchewan","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71.6,,
"SE33","Upper Norrland","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8,,
"ME09","Federal District (MX)","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.5,,
"FR71","Rhône-Alpes","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.8,,
"ISL","Iceland","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.4,,
"UKG","West Midlands","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,6.8,,
"DED","Saxony","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,8.1,,
"DEA","North Rhine-Westphalia","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.8,,
"CZ03","Southwest","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,11871,,
"US29","Missouri","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,34492,,
"US18","Indiana","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,6,,
"ITI1","Tuscany","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.9,,
"TRA2","Northeastern Anatolia - East","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,5.3,,
"TR61","Mediterranean region - West","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76.4,,
"ME06","Colima","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,4.4,,
"FR25","Lower Normandy ","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,20751,,
"FI19","Western Finland","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,8.7,,
"IRL","Ireland","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.9,,
"US48","Texas","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.1,,
"TR81","Western Black Sea - West","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,6,,
"TR41","Eastern Marmara - South ","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.3,,
"CH02","Espace Mittelland","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,95.3,,
"ES42","Castile-La Mancha","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.3,,
"ME29","Tlaxcala","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.5,,
"SVK","Slovak Republic","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,14127,,
"US27","Minnesota","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,79.1,,
"ITH1","Province of Bolzano-Bozen","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.7,,
"ITF3","Campania","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,5.6,,
"IE02","Southern and Eastern","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82,,
"PL12","Mazovia","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71.9,,
"FI1D","Eastern and Northern Finland","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,66.3,,
"AUT","Austria","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.3,,
"US04","Arizona","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,31567,,
"JPH","Chugoku","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,5.8,,
"CA48","Alberta","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.4,,
"AT31","Upper Austria","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,94,,
"ES12","Asturias","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7,,
"ME26","Sonora","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,4.9,,
"FR82","Provence-Alpes-Côte d'Azur","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.2,,
"CH01","Lake Geneva Region","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.2,,
"SE23","West Sweden","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,7.4,,
"PL34","Podlasie","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,9914,,
"SWE","Sweden","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,0.9,,
"POL","Poland","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,9,,
"FRA","France","INCOME_DISP","Disposable income per capita","VALUE","Value","2014","2014","USD","US Dollar","0","Units",,,21704,,
"US01","Alabama","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.1,,
"ITI2","Umbria","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,81.1,,
"IL06","Southern District","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,91.2,,
"AU8","Australian Capital Territory (ACT)","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,4.2,,
"PL61","Kuyavian-Pomerania","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,10.7,,
"US31","Nebraska","SUBJ_SOC_SUPP","Perceived social network support","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86.7,,
"HU23","Southern Transdanubia","HOMIC_RA","Homicide rate","VALUE","Value","2014","2014","100000HAB","Per 100 000 inhabitants","0","Units",,,2.2,,
"SE12","East Middle Sweden","STD_MORT","Standardised mortality rate","VALUE","Value","2014","2014","1000HAB","Per 1 000 inhabitants","0","Units",,,7.6,,
"ME15","Mexico","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62,,
"DE1","Baden-Württemberg ","EDU38_SH","Share of labour force with at least secondary education","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.2,,
"FR52","Brittany","SUBJ_LIFE_SAT","Self-evaluation of life satisfaction","VALUE","Value","2014","2014","IDX","Index","0","Units",,,6.9,,
"US38","North Dakota","UNEM_RA","Unemployment rate","VALUE","Value","2014","2014",,,"0","Units",,,2.9,,
"ITF5","Basilicata ","EMP_RA","Employment rate","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,47.9,,
